weekday;date;nr1asc;nr2asc;nr3asc;nr4asc;nr5asc;nr6asc;additionalNr;six;currency1;rateSix;fiveAddNr;currency2;rateFiveAddNr;five;currency3;rateFive;fourAddNr;currency4;rateFourAddNr;nr1;nr2;nr3;nr4;nr5;nr6;four;currency5;rateFour;threeAddNr;currency6;rateThreeAddNr;three;currency7;rateThree;nrOfAddNr;currency8;rateAddNr;
Wednesday;21.08.2013;14;20;24;43;44;45;2;1;EUR;6665907,20;6;EUR;46652,10;366;EUR;834,30;594;EUR;179,90;45;24;44;14;43;20;10995;EUR;45,80;15768;EUR;15,40;181000;EUR;4,90;609018;EUR;1,10;
Sunday;25.08.2013;2;7;10;14;26;32;25;JP; ;879801,00;5;EUR;24194,50;139;EUR;949,40;296;EUR;156,00;7;14;26;32;10;2;6237;EUR;34,90;6848;EUR;15,40;92358;EUR;4,10;228398;EUR;1,10;
Wednesday;28.08.2013;7;11;21;25;37;44;35;2;EUR;960358,40;5;EUR;28625,10;125;EUR;1249,00;363;EUR;150,50;25;21;44;11;7;37;5995;EUR;42,90;8175;EUR;15,20;98753;EUR;4,60;274560;EUR;1,10;
Sunday;01.09.2013;15;19;30;31;42;43;27;1;EUR;1000000,00;2;EUR;61298,30;112;EUR;1194,10;278;EUR;168,30;31;43;42;15;30;19;4598;EUR;47,90;6920;EUR;15,40;75907;EUR;5,10;289808;EUR;1,10;
Wednesday;04.09.2013;5;11;19;23;24;31;34;1;EUR;1000000,00;0;;102165,00;115;EUR;969,10;223;EUR;174,90;5;23;31;19;24;11;5190;EUR;35,40;5536;EUR;16,10;79537;EUR;4,10;199824;EUR;1,10;
Sunday;08.09.2013;2;3;6;14;18;30;44;1;EUR;1000000,00;2;EUR;112075,10;142;EUR;937,10;255;EUR;182,60;3;18;30;2;14;6;5961;EUR;36,80;6382;EUR;16,60;92888;EUR;4,20;238573;EUR;1,10;
Wednesday;11.09.2013;8;13;20;28;40;42;4;JP;;727834,80;4;EUR;25019,30;87;EUR;1254,80;293;EUR;130,40;8;28;40;13;42;20;4386;EUR;41,00;6580;EUR;13,20;68910;EUR;4,60;220360;EUR;1,10;
Sunday;15.09.2013;1;3;16;24;26;43;17;1;EUR;1871911,30;4;EUR;39327,60;175;EUR;980,60;477;EUR;125,90;1;16;3;24;26;43;7612;EUR;37,10;11085;EUR;12,30;115099;EUR;4,30;348638;EUR;1,10;
Wednesday;18.09.2013;15;20;28;36;40;41;45;JP; ;715358,50;1;EUR;98361,80;80;EUR;1341,20;191;EUR;196,60;15;20;36;40;28;41;3820;EUR;46,30;5151;EUR;16,60;64122;EUR;4,90;202195;EUR;1,10;
Sunday;22.09.2013;7;9;10;17;24;41;8;2JP;;1841713,50;6;EUR;25812,30;174;EUR;970,90;424;EUR;139,40;10;17;9;7;41;24;7496;EUR;37,10;10291;EUR;13,10;120896;EUR;4,00;342666;EUR;1,10;
Wednesday;25.09.2013;3;23;38;40;42;45;29;3JP;;3010940,30;6;EUR;26794,70;106;EUR;1654,50;315;EUR;194,80;40;45;23;42;38;3;6480;EUR;44,60;8588;EUR;16,30;107383;EUR;4,70;345250;EUR;1,10;
Sunday;29.09.2013;5;15;16;18;21;31;33;4JP;;4626618,60;7;EUR;31736,50;185;EUR;1310,00;492;EUR;172,40;5;15;21;18;31;16;8929;EUR;44,70;12636;EUR;15,30;153977;EUR;4,60;467182;EUR;1,10;
Wednesday;02.10.2013;5;15;19;23;37;40;13;5JP;;6569452,80;7;EUR;38162,80;252;EUR;1156,40;580;EUR;175,80;19;40;5;15;37;23;11425;EUR;42,00;14896;EUR;15,60;181613;EUR;4,70;563081;EUR;1,10;
Sunday;06.10.2013;7;19;20;23;27;43;30;3;EUR;3124603,60;14;EUR;27542,80;311;EUR;1352,50;890;EUR;165,40;7;19;27;20;43;23;17040;EUR;40,70;22501;EUR;14,90;280474;EUR;4,30;767278;EUR;1,10;
Wednesday;09.10.2013;3;21;26;31;34;44;39;JP;;760078,90;1;EUR;104510,80;104;EUR;1096,20;264;EUR;151,10;21;26;31;3;34;44;4453;EUR;42,20;6521;EUR;13,90;71713;EUR;4,60;209885;EUR;1,10;
Sunday;13.10.2013;10;13;14;31;32;41;40;2JP;;1968038,90;1;EUR;166094,40;131;EUR;1383,10;276;EUR;229,70;31;10;41;14;13;32;6451;EUR;46,30;8410;EUR;17,20;106946;EUR;4,90;333091;EUR;1,10;
Wednesday;16.10.2013;8;12;25;34;38;43;16;1;EUR;3210100,00;8;EUR;21347,90;175;EUR;1064,60;443;EUR;147,10;12;38;8;34;25;43;6965;EUR;44,10;10216;EUR;14,50;112459;EUR;4,80;360260;EUR;1,10;
Sunday;20.10.2013;5;13;14;22;27;36;38;JP;;935442,00;5;EUR;25724,60;132;EUR;1063,00;354;EUR;138,70;36;5;14;27;22;13;5890;EUR;39,30;7290;EUR;15,30;92755;EUR;4,40;237916;EUR;1,10;
Wednesday;23.10.2013;2;4;13;28;32;34;35;2JP;;1964038,20;6;EUR;23571,90;101;EUR;1527,60;277;EUR;194,90;34;28;4;32;13;2;5721;EUR;44,40;7138;EUR;17,20;96035;EUR;4,70;276700;EUR;1,10;
Sunday;27.10.2013;5;6;15;16;17;20;27;1;EUR;3222259,40;6;EUR;28834,20;175;EUR;1078,40;440;EUR;150,10;20;16;15;6;17;5;7449;EUR;41,80;11586;EUR;13,00;126792;EUR;4,30;366914;EUR;1,10;
Wednesday;30.10.2013;7;20;23;33;38;43;26;1;EUR;1000000,00;4;EUR;26065,70;96;EUR;1184,80;269;EUR;147,90;38;43;23;7;20;33;4955;EUR;37,80;6060;EUR;15,00;71506;EUR;4,60;224997;EUR;1,10;
Sunday;03.11.2013;4;7;11;17;18;20;1;1;EUR;1000000,00;7;EUR;17298,90;162;EUR;815,40;505;EUR;91,50;18;4;7;11;17;20;6651;EUR;32,70;9182;EUR;11,50;96144;EUR;4,00;239909;EUR;1,10;
Wednesday;06.11.2013;1;16;28;30;36;45;12;JP;;770540,10;JP;;105949,20;107;EUR;1080,10;227;EUR;178,20;45;36;1;16;28;30;4322;EUR;44,10;6192;EUR;14,90;70436;EUR;4,80;236407;EUR;1,10;
Sunday;10.11.2013;2;11;15;35;40;41;36;2JP;;1964451,80;5;EUR;54022,40;127;EUR;1410,10;325;EUR;192,80;35;40;41;15;2;11;6751;EUR;43,70;8424;EUR;17,00;110206;EUR;4,70;322272;EUR;1,10;
Wednesday;13.11.2013;4;14;17;23;26;33;38;1;EUR;3181046,50;7;EUR;23897,30;244;EUR;747,90;455;EUR;140,30;33;26;17;4;14;23;8544;EUR;35,20;9928;EUR;14,70;125171;EUR;4,20;317441;EUR;1,10;
Sunday;17.11.2013;3;18;19;24;30;43;26;1;EUR;1000000,00;5;EUR;24838,10;121;EUR;1119,60;327;EUR;145,00;30;24;19;43;18;3;5393;EUR;41,40;7521;EUR;14,40;87630;EUR;4,50;266479;EUR;1,10;
Wednesday;20.11.2013;7;11;14;18;26;35;21;JP;;726313,50;2;EUR;49934,00;93;EUR;1171,40;298;EUR;127,90;35;14;7;18;11;26;4515;EUR;39,80;8048;EUR;10,80;70961;EUR;4,50;215252;EUR;1,10;
Sunday;24.11.2013;6;10;19;22;33;43;40;2;EUR;944270,90;3;EUR;53268,70;199;EUR;876,00;417;EUR;146,30;10;19;22;6;43;33;7903;EUR;36,30;9520;EUR;14,60;119963;EUR;4,20;311786;EUR;1,10;
Wednesday;27.11.2013;3;5;13;26;41;45;35;1;EUR;1000000,00;1;EUR;97345,90;95;EUR;1117,80;249;EUR;149,20;45;13;5;3;26;41;4775;EUR;36,60;5428;EUR;15,60;73941;EUR;4,20;181664;EUR;1,10;
Sunday;01.12.2013;5;10;11;12;24;26;19;JP; ;892676,20;5;EUR;24548,50;190;EUR;704,70;453;EUR;103,40;5;26;12;24;11;10;7195;EUR;30,70;9896;EUR;10,80;101337;EUR;3,80;242009;EUR;1,10;
Wednesday;04.12.2013;5;15;17;19;26;38;45;1;EUR;1930416,70;8;EUR;17836,10;135;EUR;1153,00;370;EUR;147,20;19;38;15;17;5;26;6959;EUR;36,90;8484;EUR;14,60;108630;EUR;4,20;281806;EUR;1,10;
Sunday;08.12.2013;1;5;7;15;21;25;3;2;EUR;500000,00;4;EUR;30419,40;163;EUR;814,30;520;EUR;89,30;5;25;15;7;1;21;6903;EUR;31,70;10773;EUR;9,80;95677;EUR;4,00;269952;EUR;1,10;
Wednesday;11.12.2013;4;8;11;37;40;42;24;JP; ;735038,30;2;EUR;50533,80;77;EUR;1431,80;204;EUR;189,10;11;37;42;8;40;4;4013;EUR;45,30;5913;EUR;14,90;69217;EUR;4,60;202514;EUR;1,10;
Sunday;15.12.2013;3;21;26;30;38;43;1;4;EUR;482196,10;2;EUR;82070,00;152;EUR;1178,00;317;EUR;197,70;38;26;30;3;21;43;7252;EUR;40,70;8601;EUR;16,60;118002;EUR;4,40;344619;EUR;1,10;
Wednesday;18.12.2013;1;18;19;39;41;44;5;1;EUR;1000000,00;4;EUR;25620,90;59;EUR;1894,90;189;EUR;207,00;18;19;39;41;44;1;3612;EUR;51,00;5779;EUR;15,40;63042;EUR;5,20;242914;EUR;1,10;
Sunday;22.12.2013;11;20;27;34;41;44;35;3;EUR;333333,30;4;EUR;31225,90;158;EUR;862,30;279;EUR;170,90;44;20;11;27;41;34;5841;EUR;38,40;6865;EUR;15,80;85588;EUR;4,60;239983;EUR;1,10;
Wednesday;25.12.2013;5;8;16;17;32;40;30;JP; ;788723,40;3;EUR;36149,80;132;EUR;896,20;268;EUR;154,50;16;32;40;8;17;5;5699;EUR;34,20;6588;EUR;14,30;81510;EUR;4,20;209985;EUR;1,10;
Sunday;29.12.2013;6;12;21;31;36;45;2;1;EUR;1883782,10;4;EUR;37642,60;157;EUR;1046,20;426;EUR;134,90;36;21;12;6;45;31;6850;EUR;39,50;9518;EUR;13,80;106519;EUR;4,50;318898;EUR;1,10;
Wednesday;01.01.2014;6;11;15;24;28;32;9;1;EUR;1000000,00;4;EUR;28404,30;133;EUR;931,90;329;EUR;131,80;24;28;11;32;15;6;5309;EUR;38,50;7972;EUR;12,40;81293;EUR;4,40;262977;EUR;1,10;
Sunday;05.01.2014;11;14;16;21;25;44;12;JP;;892235,60;4;EUR;30670,60;89;EUR;1503,70;224;EUR;209,10;16;44;14;25;11;21;4701;EUR;46,90;6416;EUR;16,60;82472;EUR;4,70;277918;EUR;1,10;
Wednesday;08.01.2014;23;25;28;29;38;40;8;1;EUR;1862903,80;1;EUR;133466,80;104;EUR;1400,00;260;EUR;196,00;25;23;38;29;40;28;4787;EUR;50,10;7705;EUR;15,10;84269;EUR;5,00;304888;EUR;1,10;
Sunday;12.01.2014;8;14;17;22;25;35;7;1;EUR;1000000,00;2;EUR;60387,70;116;EUR;1135,80;302;EUR;152,60;25;8;14;22;35;17;5207;EUR;41,70;7377;EUR;14,20;83271;EUR;4,60;287790;EUR;1,10;
Wednesday;15.01.2014;1;8;31;35;42;43;32;JP; ;729376,90;2;EUR;50144,60;66;EUR;1657,60;174;EUR;220,00;1;42;31;43;35;8;3421;EUR;52,70;4646;EUR;18,80;61493;EUR;5,20;195760;EUR;1,10;
Sunday;19.01.2014;13;19;20;30;40;45;18;2JP; ;1870115,40;2;EUR;78425,70;170;EUR;1006,50;357;EUR;167,70;20;30;45;13;40;19;8053;EUR;35,00;8222;EUR;16,60;108549;EUR;4,60;317519;EUR;1,10;
Wednesday;22.01.2014;12;30;32;34;37;43;8;2;EUR;1536503,50;4;EUR;41349,40;117;EUR;1542,10;386;EUR;163,60;34;30;43;32;37;12;6241;EUR;47,70;8809;EUR;16,30;101236;EUR;5,20;386998;EUR;1,10;
Sunday;26.01.2014;4;15;20;23;37;45;39;JP;;851279,90;3;EUR;39016,90;81;EUR;1576,40;228;EUR;196,00;37;15;45;4;23;20;4343;EUR;48,50;5848;EUR;17,40;74066;EUR;5,00;246713;EUR;1,10;
Wednesday;29.01.2014;6;9;12;22;25;32;39;1;EUR;1848515,80;7;EUR;19588,50;218;EUR;686,10;348;EUR;150,40;9;12;25;32;22;6;6985;EUR;35,30;8066;EUR;14,80;104671;EUR;4,10;284680;EUR;1,10;
Sunday;02.02.2014;3;10;15;16;22;44;37;JP;EUR;888787,20;2;EUR;61104,10;115;EUR;1159,20;222;EUR;210,10;16;15;44;3;10;22;5668;EUR;38,80;5992;EUR;17,70;92345;EUR;4,20;218057;EUR;1,10;
Wednesday;05.02.2014;8;15;19;24;32;38;11;2JP;;1924966,20;3;EUR;47491,50;112;EUR;1387,70;318;EUR;171,00;24;19;15;8;32;38;5940;EUR;43,10;8801;EUR;14,10;95971;EUR;4,70;326998;EUR;1,10;
Sunday;09.02.2014;1;3;22;24;25;38;7;1;EUR;3318471,10;5;EUR;38321,30;161;EUR;1298,20;393;EUR;186,10;38;24;25;1;3;22;7477;EUR;46,10;11759;EUR;14,20;125324;EUR;4,80;442623;EUR;1,10;
Wednesday;12.02.2014;18;21;22;39;43;45;28;JP;;732283,40;2;EUR;50344,40;78;EUR;1408,20;192;EUR;200,20;18;43;21;22;39;45;3818;EUR;47,40;5510;EUR;15,90;65358;EUR;4,90;221936;EUR;1,10;
Sunday;16.02.2014;3;13;23;35;40;45;2;2JP;;1898622,20;5;EUR;32074,30;160;EUR;1093,40;351;EUR;174,40;23;3;45;40;13;35;7211;EUR;40,00;8465;EUR;16,50;111987;EUR;4,50;360989;EUR;1,10;
Wednesday;19.02.2014;2;8;19;24;34;43;45;2;EUR;1571163,70;3;EUR;57003,10;196;EUR;951,80;401;EUR;162,80;34;2;24;19;8;43;7714;EUR;39,90;9747;EUR;15,30;120520;EUR;4,50;341045;EUR;1,10;
Sunday;23.02.2014;11;21;29;34;40;45;6;1;EUR;1000000,00;4;EUR;29886,00;101;EUR;1291,20;285;EUR;160,10;21;29;40;34;45;11;5229;EUR;41,10;6950;EUR;15,00;81894;EUR;4,60;271566;EUR;1,10;
Wednesday;26.02.2014;3;15;27;34;35;41;33;JP;;708949,80;1;EUR;97480,60;93;EUR;1143,40;229;EUR;162,50;15;41;35;34;27;3;4618;EUR;37,90;6302;EUR;13,40;69564;EUR;4,40;205625;EUR;1,10;
Sunday;02.03.2014;1;7;13;16;27;36;44;1;;1871343,40;7;EUR;22832,70;186;EUR;937,40;460;EUR;132,60;36;1;16;7;13;27;7877;EUR;36,50;9362;EUR;14,80;121451;EUR;4,20;312050;EUR;1,10;
Wednesday;05.03.2014;4;8;9;11;13;23;6;JP;;721765,80;7;EUR;14177,50;159;EUR;680,90;519;EUR;73,00;9;8;11;23;13;4;6170;EUR;28,90;8793;EUR;9,80;85049;EUR;3,70;204213;EUR;1,10;
Sunday;09.03.2014;7;12;13;14;17;45;33;2;EUR;932366,10;5;EUR;31431,50;141;EUR;1215,90;385;EUR;155,80;17;13;7;12;45;14;6843;EUR;41,30;10519;EUR;13,00;114000;EUR;4,40;323857;EUR;1,10;
Wednesday;12.03.2014;2;11;13;14;23;35;29;JP;;704117,70;5;EUR;19363,20;98;EUR;1077,70;215;EUR;171,90;14;13;2;23;35;11;4433;EUR;39,30;5446;EUR;15,50;68756;EUR;4,50;203007;EUR;1,10;
Sunday;16.03.2014;13;14;16;35;37;40;36;1;EUR;1828573,90;2;EUR;77306,30;100;EUR;1686,60;257;EUR;229,70;40;14;16;37;13;35;5291;EUR;52,50;7100;EUR;19,00;94030;EUR;5,20;301650;EUR;1,10;
Wednesday;19.03.2014;5;16;19;21;28;39;11;1;EUR;1000000,00;1;EUR;98925,00;146;EUR;739,10;362;EUR;104,30;16;28;5;21;39;19;4903;EUR;36,30;7433;EUR;11,60;76568;EUR;4,10;215454;EUR;1,10;
Sunday;23.03.2014;11;28;35;39;41;43;36;JP; ;876197,10;1;EUR;120477,10;111;EUR;1184,00;227;EUR;202,60;35;11;43;28;41;39;4945;EUR;43,80;6499;EUR;16,10;82013;EUR;4,70;230971;EUR;1,10;
Wednesday;26.03.2014;5;9;10;14;30;34;23;2JP; ;1842776,20;4;EUR;33226,10;107;EUR;1355,00;363;EUR;139,70;30;5;14;10;34;9;5928;EUR;40,30;8662;EUR;13,30;97389;EUR;4,30;266060;EUR;1,10;
Sunday;30.03.2014;11;17;18;19;20;33;45;2;EUR;1573754,40;3;EUR;59800,20;178;EUR;1099,40;410;EUR;167,00;19;18;20;11;17;33;7921;EUR;40,70;10500;EUR;14,90;129496;EUR;4,40;355887;EUR;1,10;
Wednesday;02.04.2014;13;20;35;39;40;44;3;JP;;721543,50;1;EUR;99212,20;65;EUR;1665,10;209;EUR;181,20;39;40;35;13;20;44;3475;EUR;51,30;5832;EUR;14,80;61138;EUR;5,10;251500;EUR;1,10;
Sunday;06.04.2014;15;17;26;37;39;43;36;2;EUR;947351,20;3;EUR;53769,70;173;EUR;1017,10;419;EUR;146,90;43;26;39;17;37;15;8521;EUR;34,00;9249;EUR;15,20;115598;EUR;4,40;311779;EUR;1,10;
Wednesday;09.04.2014;6;14;18;25;29;35;15;JP;EUR;743287,80;JP;EUR;102202,00;81;EUR;1376,40;191;EUR;204,30;29;6;18;25;35;14;3844;EUR;47,80;5306;EUR;16,80;64792;EUR;5,00;216036;EUR;1,10;
Sunday;13.04.2014;4;9;23;25;33;41;14;1;EUR;1914213,30;11;EUR;23927,60;205;EUR;856,70;468;EUR;131,30;9;23;25;41;4;33;7507;EUR;38,60;9918;EUR;14,10;114744;EUR;4,40;321106;EUR;1,10;
Wednesday;16.04.2014;5;13;21;28;36;44;39;1;EUR;1000000,00;1;EUR;96714,60;114;EUR;925,40;249;EUR;148,30;21;44;13;28;36;5;4273;EUR;40,70;5889;EUR;14,30;67168;EUR;4,60;191597;EUR;1,10;
Sunday;20.04.2014;8;14;18;24;41;44;43;JP; ;875865,80;3;EUR;40143,80;94;EUR;1397,60;205;EUR;224,30;14;41;24;44;8;18;4580;EUR;47,30;5661;EUR;18,50;77063;EUR;5,00;249036;EUR;1,10;
Wednesday;23.04.2014;3;5;10;13;19;39;33;1;EUR;1693154,30;5;EUR;22475,40;159;EUR;771,00;375;EUR;114,40;3;10;5;13;19;39;6651;EUR;30,40;8102;EUR;12,10;96977;EUR;3,70;226607;EUR;1,10;
Sunday;27.04.2014;7;13;21;26;37;45;33;JP; ;821959,70;6;EUR;18836,50;137;EUR;899,90;391;EUR;110,30;21;37;13;45;7;26;5252;EUR;38,70;7809;EUR;12,60;81070;EUR;4,40;232606;EUR;1,10;
Wednesday;30.04.2014;4;7;12;29;32;37;33;2JP;;1843291,30;5;EUR;28086,60;120;EUR;1276,60;283;EUR;189,40;7;37;29;4;32;12;5913;EUR;42,70;7469;EUR;16,40;98442;EUR;4,50;307765;EUR;1,10;
Sunday;04.05.2014;2;3;12;17;20;41;1;3JP;;3076603,20;5;EUR;33916,00;164;EUR;1128,00;395;EUR;163,90;12;3;2;20;41;17;7702;EUR;39,60;10812;EUR;13,60;124473;EUR;4,30;346487;EUR;1,10;
Wednesday;07.05.2014;3;12;16;27;35;38;19;4;EUR;1149964,10;12;EUR;17453,90;289;EUR;790,60;625;EUR;127,90;16;27;3;35;12;38;10164;EUR;37,00;13474;EUR;13,50;154012;EUR;4,30;446955;EUR;1,10;
Sunday;11.05.2014;4;13;14;21;35;39;11;JP;;869765,40;8;EUR;14949,00;100;EUR;1304,60;432;EUR;105,70;4;35;21;13;39;14;5311;EUR;40,50;8126;EUR;12,80;83123;EUR;4,60;275448;EUR;1,10;
Wednesday;14.05.2014;16;26;35;39;43;44;38;1;EUR;1887083,60;3;EUR;46627,00;204;EUR;748,00;359;EUR;148,70;39;16;44;26;43;35;7817;EUR;32,20;7997;EUR;15,20;101209;EUR;4,40;267783;EUR;1,10;
Sunday;18.05.2014;6;7;10;18;26;39;34;JP; ;864502,20;2;EUR;59434,50;108;EUR;1200,60;272;EUR;166,80;26;7;10;39;6;18;5916;EUR;36,10;6668;EUR;15,50;93428;EUR;4,00;227746;EUR;1,10;
Wednesday;21.05.2014;11;12;18;24;26;40;38;1;EUR;1827075,80;3;EUR;44117,90;105;EUR;1375,10;261;EUR;193,60;11;26;12;18;40;24;5782;EUR;41,20;6762;EUR;17,00;93555;EUR;4,50;250230;EUR;1,10;
Sunday;25.05.2014;3;9;21;27;40;45;4;1;EUR;1000000,00;3;EUR;37467,30;215;EUR;570,30;313;EUR;137,10;45;27;3;40;21;9;6857;EUR;29,50;7229;EUR;13,50;91595;EUR;3,90;238920;EUR;1,10;
Wednesday;28.05.2014;4;15;28;29;31;39;5;JP;;715184,80;5;EUR;19667,50;107;EUR;1002,50;243;EUR;154,50;4;31;29;15;39;28;4550;EUR;38,90;6257;EUR;13,70;68660;EUR;4,50;232563;EUR;1,10;
Sunday;01.06.2014;4;22;25;30;31;37;44;1;EUR;1753214,50;4;EUR;35682,20;121;EUR;1286,80;257;EUR;212,00;25;4;22;30;31;37;5288;EUR;48,50;6935;EUR;17,90;90405;EUR;5,00;286755;EUR;1,10;
Wednesday;04.06.2014;5;6;11;26;27;42;22;1;EUR;1000000,00;3;EUR;33095,50;135;EUR;802,30;275;EUR;137,80;26;6;27;5;11;42;4975;EUR;35,90;6492;EUR;13,30;80088;EUR;3,90;195891;EUR;1,10;
Sunday;08.06.2014;8;9;19;26;37;45;39;JP;EUR;855048,90;2;EUR;58784,60;95;EUR;1350,00;254;EUR;176,70;45;9;37;19;26;8;5057;EUR;41,80;6972;EUR;14,70;83909;EUR;4,40;234566;EUR;1,10;
Wednesday;11.06.2014;2;4;11;34;37;41;31;1;EUR;1683364,60;2;EUR;56946,70;88;EUR;1411,90;227;EUR;191,50;34;4;2;37;11;41;4378;EUR;46,80;5655;EUR;17,50;75444;EUR;4,80;218223;EUR;1,10;
Sunday;15.06.2014;15;20;24;30;39;44;4;JP;;8259813,60;JP;EUR;113572,40;88;EUR;1407,90;247;EUR;175,50;30;20;44;24;39;15;4112;EUR;49,70;6508;EUR;15,20;71925;EUR;5,00;259992;EUR;1,10;
Wednesday;18.06.2014;10;22;24;29;35;37;28;1;EUR;1789267,30;DJP;EUR;246024,20;93;EUR;1553,60;238;EUR;212,40;35;29;22;10;37;24;4794;EUR;49,70;6549;EUR;17,60;83631;EUR;5,00;298137;EUR;1,10;
Sunday;22.06.2014;6;18;23;26;30;32;5;JP;EUR;782975,10;1;EUR;353683,30;82;EUR;1432,20;201;EUR;204,50;30;26;18;23;32;6;4280;EUR;45,20;6122;EUR;15,30;70905;EUR;4,80;256045;EUR;1,10;
Wednesday;25.06.2014;2;21;26;34;40;45;27;2JP;;1704284,10;3;EUR;42226,60;108;EUR;1279,50;258;EUR;187,40;40;26;21;2;34;45;5403;EUR;42,20;6974;EUR;15,80;86163;EUR;4,70;293760;EUR;1,10;
Sunday;29.06.2014;4;7;10;12;23;36;44;3JP;;2970492,00;1;EUR;174103,50;174;EUR;1091,50;385;EUR;172,60;7;10;4;12;36;23;8814;EUR;35,50;9773;EUR;15,50;134278;EUR;4,10;341534;EUR;1,10;
Wednesday;02.07.2014;8;16;24;25;27;35;5;4JP;;4441681,10;11;EUR;18389,80;253;EUR;872,20;644;EUR;119,90;8;27;16;24;35;25;9759;EUR;37,30;13697;EUR;12,80;143494;EUR;4,50;448941;EUR;1,10;
Sunday;06.07.2014;2;7;15;36;38;43;1;5JP; ;6455874,30;2;EUR;138475,70;218;EUR;1385,90;534;EUR;198,00;36;38;15;2;7;43;11021;EUR;45,20;14597;EUR;16,50;183321;EUR;4,80;586231;EUR;1,10;
Wednesday;09.07.2014;5;11;20;29;32;36;6;4;EUR;2368767,60;7;EUR;59305,60;413;EUR;1096,50;950;EUR;166,80;29;32;5;20;11;36;18605;EUR;40,10;23758;EUR;15,20;292395;EUR;4,50;896253;EUR;1,10;
Sunday;13.07.2014;1;5;20;35;37;43;8;JP;;875505,30;2;EUR;60190,90;87;EUR;1509,40;247;EUR;186,00;5;1;37;20;43;35;4321;EUR;50,10;6614;EUR;15,80;74641;EUR;5,10;278885;EUR;1,10;
Wednesday;16.07.2014;1;4;13;17;22;40;16;2JP;;1935308,20;2;EUR;72861,40;144;EUR;1103,90;294;EUR;162,20;17;40;13;4;1;22;6047;EUR;43,80;7343;EUR;16,20;97919;EUR;4,80;285996;EUR;1,20;
Sunday;20.07.2014;11;22;26;38;41;43;8;3JP;EUR;3316419,60;14;EUR;13564,40;187;EUR;1107,80;510;EUR;121,80;22;43;11;41;26;38;7386;EUR;46,70;11115;EUR;13,90;117791;EUR;5,30;391894;EUR;1,20;
Wednesday;23.07.2014;3;4;12;24;34;43;18;1;EUR;4864140,00;5;EUR;42562,30;197;EUR;1178,40;463;EUR;150,40;34;3;43;12;4;24;8726;EUR;44,30;11116;EUR;15,60;138891;EUR;5,00;384460;EUR;1,20;
Sunday;27.07.2014;3;9;15;22;41;43;32;1;EUR;1000000,00;5;EUR;25191,60;104;EUR;1321,20;334;EUR;123,40;41;9;43;15;22;3;5150;EUR;44,40;7033;EUR;14,60;84748;EUR;4,80;213251;EUR;1,20;
Wednesday;30.07.2014;7;20;27;30;38;42;16;JP; ;771166,30;3;EUR;35345,10;63;EUR;1836,10;264;EUR;131,40;42;30;27;38;7;20;3904;EUR;49,30;5825;EUR;14,80;65627;EUR;5,30;202673;EUR;1,20;
Sunday;03.08.2014;7;10;17;38;42;45;16;2JP; ;2000665,10;4;EUR;42264,00;122;EUR;1511,60;335;EUR;165,10;10;17;38;42;45;7;6551;EUR;46,90;8283;EUR;16,60;109045;EUR;5,10;331699;EUR;1,20;
Wednesday;06.08.2014;3;6;8;18;22;26;41;3JP;;3316050,10;7;EUR;25837,90;217;EUR;909,20;405;EUR;146,10;6;18;8;3;22;26;9088;EUR;36,10;9560;EUR;15,40;135729;EUR;4,30;318760;EUR;1,20;
Sunday;10.08.2014;1;4;13;19;37;41;33;1;EUR;4962139,90;3;EUR;75445,70;171;EUR;1443,90;432;EUR;171,40;41;37;4;13;19;1;8615;EUR;47,70;12427;EUR;14,90;139603;EUR;5,30;450990;EUR;1,20;
Wednesday;13.08.2014;7;14;16;18;19;21;41;3;EUR;333333,30;1;EUR;108018,60;99;EUR;1190,20;182;EUR;194,20;18;16;21;19;14;7;4425;EUR;44,30;5107;EUR;17,30;73800;EUR;4,80;185149;EUR;1,20;
Sunday;17.08.2014;1;3;9;14;25;31;18;2;EUR;500000,00;3;EUR;39371,10;119;EUR;1082,70;284;EUR;136,10;3;31;1;9;14;25;5206;;41,20;6455;EUR;14,90;79452;EUR;4,80;205745;EUR;1,20;
Wednesday;20.08.2014;6;8;25;39;44;45;33;JP;;773093,40;6;EUR;17716,70;74;EUR;1567,00;200;EUR;173,90;44;45;39;25;6;8;3715;;52,00;5554;EUR;15,60;64581;EUR;5,40;206466;EUR;1,20;
Sunday;24.08.2014;2;14;27;36;42;45;38;2JP; ;1952788,10;1;EUR;162208,00;125;EUR;1415,60;327;EUR;162,30;45;36;14;2;27;42;6004;EUR;49,10;8341;EUR;15,90;98489;EUR;5,40;281215;EUR;1,20;
Wednesday;27.08.2014;6;7;8;15;37;44;39;1;EUR;3190329,10;5;EUR;34032,30;127;EUR;1461,60;288;EUR;193,30;8;6;7;37;44;15;6069;EUR;50,90;8273;EUR;16,80;104869;EUR;5,30;317032;EUR;1,20;
Sunday;31.08.2014;8;9;20;24;34;38;43;JP; ;918115,30;1;EUR;126240,80;116;EUR;1187,20;255;EUR;162,00;9;34;20;8;24;38;5078;EUR;45,20;6461;EUR;15,90;81238;EUR;5,10;236614;EUR;1,20;
Wednesday;03.09.2014;21;25;32;33;37;44;41;2JP; ;2010818,20;4;EUR;37561,60;116;EUR;1412,90;272;EUR;180,70;37;25;44;21;32;33;4859;EUR;56,20;7215;EUR;17,00;84648;EUR;5,80;265783;EUR;1,20;
