weekday;date;nr1asc;nr2asc;nr3asc;nr4asc;nr5asc;nr6asc;additionalNr;six;currency1;rateSix;fiveAddNr;currency2;rateFiveAddNr;five;currency3;rateFive;fourAddNr;currency4;rateFourAddNr;nr1;nr2;nr3;nr4;nr5;nr6;four;currency5;rateFour;threeAddNr;currency6;rateThreeAddNr;three;currency7;rateThree;nrOfAddNr;currency8;rateAddNr;
Sunday;09.10.2016;18;24;33;34;37;41;3;JP;;864568,80;2;EUR;59439,10;86;EUR;1507,90;255;EUR;152,50;41;34;33;24;18;37;3861;EUR;55,90;6011;EUR;16,10;64497;EUR;6,00;280625;EUR;1,20;
Wednesday;12.10.2016;11;20;26;32;34;42;8;2JP;;1844401,20;4;EUR;33681,70;75;EUR;1959,60;290;EUR;152,00;34;42;11;26;20;32;4876;EUR;50,20;7958;EUR;13,80;80519;EUR;5,50;283590;EUR;1,20;
Sunday;16.10.2016;5;7;18;28;29;35;23;1;EUR;3127804,80;4;EUR;44116,90;214;EUR;899,50;363;EUR;159,00;5;28;35;18;7;29;7819;EUR;41,00;9819;EUR;14,70;120755;EUR;4,80;331966;EUR;1,20;
Wednesday;19.10.2016;6;10;20;26;33;40;5;JP;;728267,60;2;EUR;50068,30;125;EUR;873,90;296;EUR;110,70;6;20;40;26;10;33;4811;EUR;37,80;6605;EUR;12,40;69699;EUR;4,70;213414;EUR;1,20;
Sunday;23.10.2016;6;11;21;31;35;43;7;2JP;;1828952,20;9;EUR;16816,00;151;EUR;1093,30;380;EUR;130,30;21;11;35;43;31;6;7030;EUR;39,10;8772;EUR;14,10;93251;EUR;5,30;320609;EUR;1,20;
Wednesday;26.10.2016;8;10;11;14;23;34;2;3JP;;2841215,90;2;EUR;69593,10;120;EUR;1265,30;406;EUR;112,10;11;8;23;34;10;14;6155;EUR;41,10;9115;EUR;12,40;95262;EUR;4,80;259409;EUR;1,20;
Sunday;30.10.2016;6;7;8;11;30;36;26;4JP;;4324250,00;4;EUR;50979,20;189;EUR;1177,00;516;EUR;129,30;7;30;11;8;36;6;9189;EUR;40,30;13125;EUR;12,70;141739;EUR;4,70;384555;EUR;1,20;
Wednesday;02.11.2016;7;14;22;24;36;39;12;1;EUR;5965815,40;4;EUR;56428,80;168;EUR;1465,60;502;EUR;147,10;24;39;36;14;22;7;8566;EUR;47,90;12643;EUR;14,60;139626;EUR;5,30;444898;EUR;1,20;
Sunday;06.11.2016;22;24;27;29;36;43;21;JP;;889648,20;1;EUR;122326,60;92;EUR;1450,50;225;EUR;177,90;43;24;22;29;27;36;4344;EUR;51,10;5610;EUR;17,80;73088;EUR;5,50;252972;EUR;1,20;
Wednesday;09.11.2016;5;10;12;19;31;44;20;2;EUR;956953,90;4;EUR;35208,90;152;EUR;1010,70;372;EUR;123,90;44;19;10;12;5;31;6506;EUR;39,30;8206;EUR;14,00;97695;EUR;4,70;256175;EUR;1,20;
Sunday;13.11.2016;6;18;31;34;38;45;44;JP;;894647,30;3;EUR;41004,60;79;EUR;1698,60;198;EUR;203,30;45;18;6;38;34;31;4241;EUR;52,70;5205;EUR;19,30;70254;EUR;5,70;219820;EUR;1,20;
Wednesday;16.11.2016;3;9;24;27;32;41;44;2JP;;1889699,30;1;EUR;136819,60;150;EUR;995,00;319;EUR;140,30;41;27;3;9;24;32;6216;EUR;40,00;7341;EUR;15,20;95420;EUR;4,70;236925;EUR;1,20;
Sunday;20.11.2016;3;22;25;27;28;40;36;1;EUR;3185633,00;1;EUR;178190,80;180;EUR;1079,90;351;EUR;166,10;25;28;3;22;40;27;6969;EUR;46,40;8685;EUR;16,70;117047;EUR;5,00;311070;EUR;1,20;
Wednesday;23.11.2016;2;3;25;39;42;45;16;JP;;738177,60;4;EUR;25374,80;56;EUR;1977,20;255;EUR;130,20;45;42;3;25;2;39;3477;EUR;53,00;5293;EUR;15,60;60426;EUR;5,50;194945;EUR;1,20;
Sunday;27.11.2016;2;16;18;28;32;36;13;1;EUR;1843543,90;3;EUR;50662,60;183;EUR;906,00;318;EUR;156,40;36;28;2;18;32;16;6223;EUR;44,40;7400;EUR;16,80;95160;EUR;5,20;305870;EUR;1,20;
Wednesday;30.11.2016;4;10;12;18;27;36;44;1;EUR;1000000,00;3;EUR;33796,50;98;EUR;1128,60;234;EUR;141,80;18;4;10;12;36;27;4868;EUR;37,80;5332;EUR;15,50;74614;EUR;4,40;176931;EUR;1,20;
Sunday;04.12.2016;6;10;14;18;27;40;7;1;EUR;1000000,00;2;EUR;60276,40;127;EUR;1035,50;290;EUR;136,00;6;14;27;10;18;40;5575;EUR;39,30;7374;EUR;13,30;81615;EUR;4,80;260840;EUR;1,20;
Wednesday;07.12.2016;6;14;20;28;29;30;40;JP;;772999,20;3;EUR;35429,10;89;EUR;1302,80;210;EUR;165,60;20;30;14;28;6;29;4423;EUR;43,60;5753;EUR;15,10;68025;EUR;5,10;184268;EUR;1,20;
Sunday;11.12.2016;17;28;33;34;35;41;26;2JP;;1809581,70;3;EUR;47510,00;121;EUR;1285,00;278;EUR;167,70;34;41;33;35;28;17;5377;EUR;48,10;8046;EUR;14,40;89971;EUR;5,20;283570;EUR;1,20;
Wednesday;14.12.2016;28;30;31;34;38;42;27;3JP;;2980648,00;2;EUR;80510,80;144;EUR;1219,80;287;EUR;183,60;42;31;34;38;28;30;5499;EUR;53,20;7491;EUR;17,50;91122;EUR;5,80;353350;EUR;1,20;
Sunday;18.12.2016;12;27;37;39;42;44;9;4JP;;4522806,60;6;EUR;35341,10;180;EUR;1285,10;442;EUR;157,00;42;12;37;39;44;27;8156;EUR;47,20;11327;EUR;15,30;130892;EUR;5,30;454273;EUR;1,20;
Wednesday;21.12.2016;4;13;18;32;40;44;31;2;EUR;3194885,50;7;EUR;36672,50;205;EUR;1366,00;514;EUR;163,40;18;44;40;32;4;13;9763;EUR;47,80;12375;EUR;16,90;156453;EUR;5,30;468059;EUR;1,20;
Sunday;25.12.2016;15;21;23;26;30;33;9;3;EUR;341063,10;1;EUR;140688,50;98;EUR;1566,10;334;EUR;137,80;21;33;30;23;15;26;5782;EUR;44,20;9881;EUR;11,60;91345;EUR;5,00;295727;EUR;1,20;
Wednesday;28.12.2016;5;13;23;28;29;35;3;JP;;729773,00;1;EUR;100343,70;62;EUR;1765,50;263;EUR;124,80;29;13;28;35;23;5;4027;EUR;45,30;6496;EUR;12,60;63624;EUR;5,10;213658;EUR;1,20;
Sunday;01.01.2017;4;15;24;27;39;41;33;1;EUR;2022895,20;4;EUR;44451,00;175;EUR;1108,30;420;EUR;138,50;39;41;24;15;27;4;7546;EUR;42,80;10283;EUR;14,10;112911;EUR;5,10;348223;EUR;1,20;
Wednesday;04.01.2017;8;9;34;39;41;45;26;JP;;770961,60;3;EUR;35335,70;88;EUR;1314,10;209;EUR;165,90;9;8;34;39;41;45;3808;EUR;50,60;5737;EUR;15,10;63363;EUR;5,50;206756;EUR;1,20;
Sunday;08.01.2017;4;27;29;30;39;42;15;1;EUR;1818008,50;1;EUR;143968,90;117;EUR;1342,30;394;EUR;119,50;39;42;29;27;4;30;5503;EUR;47,50;8695;EUR;13,50;91460;EUR;5,10;265143;EUR;1,20;
Wednesday;11.01.2017;4;10;13;20;26;30;18;JP;;750465,30;JP;;103188,90;126;EUR;893,40;272;EUR;124,10;4;10;20;30;13;26;5192;EUR;36,10;6162;EUR;13,70;75871;EUR;4,40;182864;EUR;1,20;
Sunday;15.01.2017;21;26;30;32;35;42;9;2JP;;1911533,50;1;EUR;262835,80;106;EUR;1643,00;359;EUR;145,50;21;30;26;32;42;35;5519;EUR;52,50;8657;EUR;15,00;96678;EUR;5,40;349144;EUR;1,20;
Wednesday;18.01.2017;1;8;13;24;33;37;3;3JP;;3097591,80;4;EUR;40770,70;111;EUR;1602,70;344;EUR;155,10;1;37;8;33;13;24;6069;EUR;48,80;9877;EUR;13,50;100126;EUR;5,30;344779;EUR;1,20;
Sunday;22.01.2017;12;25;28;39;41;43;44;4JP;;4612223,70;8;EUR;26032,70;158;EUR;1437,90;417;EUR;163,40;43;12;25;28;39;41;7864;EUR;48,10;9959;EUR;17,10;126153;EUR;5,40;383260;EUR;1,20;
Wednesday;25.01.2017;3;7;34;35;36;39;30;2;EUR;3185928,30;7;EUR;34564,20;164;EUR;1609,40;463;EUR;171,00;35;7;36;3;34;39;9269;EUR;47,40;11963;EUR;16,50;152450;EUR;5,20;457362;EUR;1,20;
Sunday;29.01.2017;8;11;15;22;24;25;3;1;EUR;1000000,00;6;EUR;20077,50;128;EUR;1026,60;391;EUR;100,80;15;8;24;22;25;11;5418;EUR;40,40;8537;EUR;11,50;82362;EUR;4,80;256981;EUR;1,20;
Wednesday;01.02.2017;14;20;24;26;31;36;35;JP;;754968,40;1;EUR;103808,10;62;EUR;1826,50;167;EUR;203,40;36;14;26;24;31;20;3244;EUR;58,10;4276;EUR;19,80;58218;EUR;5,80;184660;EUR;1,20;
Sunday;05.02.2017;6;7;30;32;41;44;19;1;EUR;1922613,30;4;EUR;40137,70;115;EUR;1523,00;282;EUR;186,30;6;44;30;32;41;44;5523;EUR;52,80;8325;EUR;15,70;95120;EUR;5,50;310612;EUR;1,20;
Wednesday;08.02.2017;3;9;12;16;19;27;26;2;EUR;500000,00;5;EUR;20623,70;198;EUR;568,10;339;EUR;99,50;19;16;12;9;27;3;6791;EUR;27,60;7321;EUR;11,50;88431;EUR;3,80;194603;EUR;1,20;
Sunday;12.02.2017;9;10;25;36;38;40;4;1;EUR;1000000,00;2;EUR;59308,00;90;EUR;1437,70;207;EUR;187,50;40;10;36;38;25;9;3920;EUR;55,00;5877;EUR;16,50;68932;EUR;5,60;245604;EUR;1,20;
Wednesday;15.02.2017;8;11;33;35;38;42;16;1;EUR;1000000,00;3;EUR;34195,80;85;EUR;1316,60;243;EUR;138,10;8;38;33;11;35;42;3967;EUR;47,00;5487;EUR;15,20;63614;EUR;5,30;194541;EUR;1,20;
Sunday;19.02.2017;12;23;24;31;34;43;29;JP;;863525,70;5;EUR;23746,90;82;EUR;1579,60;220;EUR;176,60;34;43;24;12;31;23;4130;EUR;52,20;5424;EUR;17,90;69525;EUR;5,60;239152;EUR;1,20;
Wednesday;22.02.2017;12;17;19;30;39;44;42;2JP;;1821643,70;1;EUR;131741,20;88;EUR;1633,10;252;EUR;171,00;30;12;17;19;39;44;5016;EUR;47,70;6582;EUR;16,30;83240;EUR;5,20;228992;EUR;1,20;
Sunday;26.02.2017;1;15;16;19;22;42;18;3JP; ;3062633,40;2;EUR;85318,00;124;EUR;1501,10;291;EUR;191,90;42;15;16;22;19;1;5851;EUR;53,00;7911;EUR;17,60;103680;EUR;5,40;323694;EUR;1,20;
Wednesday;01.03.2017;1;2;10;17;24;41;45;1;EUR;4485804,20;3;EUR;65228,60;156;EUR;1368,40;404;EUR;158,50;41;10;1;17;24;2;7841;EUR;45,30;10391;EUR;15,40;128612;EUR;5,00;355152;EUR;1,20;
Sunday;05.03.2017;9;20;22;27;40;45;4;1;EUR;1000000,00;4;EUR;30335,70;121;EUR;1094,00;295;EUR;134,60;9;20;27;40;22;45;5077;EUR;43,40;7209;EUR;13,70;81794;EUR;4,80;243139;EUR;1,20;
Wednesday;08.03.2017;9;13;19;21;27;29;7;JP;;740998,30;10;EUR;10188,70;131;EUR;848,40;499;EUR;66,80;19;9;27;29;21;13;5182;EUR;35,70;9172;EUR;9,00;76279;EUR;4,30;201736;EUR;1,20;
Sunday;12.03.2017;8;12;18;24;25;44;19;2JP;;1857718,00;5;EUR;30709,70;114;EUR;1469,30;339;EUR;148,20;12;24;44;8;18;25;6268;EUR;44,50;8229;EUR;15,20;100204;EUR;5,00;299963;EUR;1,20;
Wednesday;15.03.2017;1;14;18;27;30;40;12;3JP;;3034710,30;6;EUR;26972,70;170;EUR;1038,50;315;EUR;168,10;40;18;27;14;30;1;6338;EUR;46,40;8762;EUR;15,10;100641;EUR;5,20;324667;EUR;1,20;
Sunday;19.03.2017;5;11;16;19;27;33;39;2;EUR;2274690,30;6;EUR;34711,10;233;EUR;975,10;564;EUR;120,80;19;27;33;11;5;16;9928;EUR;38,10;12386;EUR;13,70;151665;EUR;4,50;377270;EUR;1,20;
Wednesday;22.03.2017;14;23;32;38;44;45;33;JP;;746590,50;2;EUR;51328,10;86;EUR;1302,10;220;EUR;152,70;14;32;45;38;23;44;3758;EUR;49,60;5087;EUR;16,50;57661;EUR;5,80;202239;EUR;1,20;
Sunday;26.03.2017;3;24;28;37;40;42;27;DJP;;1838941,60;2;EUR;75099,10;122;EUR;1343,00;295;EUR;166,60;42;3;24;37;40;28;5322;EUR;51,30;7848;EUR;15,60;90634;EUR;5,40;319343;EUR;1,20;
Wednesday;29.03.2017;5;28;32;33;34;43;36;1;EUR;2970846,00;1;EUR;155636,80;104;EUR;1632,50;317;EUR;160,60;32;43;28;5;33;34;5655;EUR;50,00;8248;EUR;15,40;95231;EUR;5,30;274353;EUR;1,20;
Sunday;02.04.2017;2;3;19;31;34;39;16;1;EUR;1000000,00;1;EUR;119924,60;65;EUR;2012,70;214;EUR;183,40;19;39;34;31;3;2;3994;EUR;54,50;6156;EUR;15,90;73280;EUR;5,30;224787;EUR;1,20;
Wednesday;05.04.2017;4;8;22;25;26;31;13;JP;;724911,10;4;EUR;24918,80;90;EUR;1208,10;267;EUR;122,10;8;25;22;4;31;26;4173;EUR;43,40;6127;EUR;13,30;66824;EUR;4,90;188654;EUR;1,20;
Sunday;09.04.2017;3;13;19;29;40;43;4;2JP;;1807674,80;5;EUR;29775,90;143;EUR;1135,70;320;EUR;152,20;19;40;43;29;3;13;6167;EUR;43,80;8246;EUR;14,70;98072;EUR;4,90;303954;EUR;1,20;
Wednesday;12.04.2017;2;6;13;30;35;44;1;1;EUR;2938442,10;2;EUR;77740,20;117;EUR;1449,70;271;EUR;187,70;30;44;35;13;2;6;5723;EUR;49,30;7763;EUR;16,30;96433;EUR;5,30;298684;EUR;1,20;
Sunday;16.04.2017;3;7;20;31;39;43;19;1;EUR;1000000,00;5;EUR;24206,30;117;EUR;1128,50;298;EUR;132,90;3;43;31;7;20;39;5376;EUR;40,90;7315;EUR;13,50;80375;EUR;4,90;233371;EUR;1,20;
Wednesday;19.04.2017;10;18;25;30;33;41;45;1;EUR;1000000,00;3;EUR;29970,60;86;EUR;1140,50;224;EUR;131,30;30;10;33;25;18;41;3592;EUR;45,50;4544;EUR;16,10;55339;EUR;5,30;165603;EUR;1,20;
Sunday;23.04.2017;1;4;10;21;32;44;12;JP;;823699,30;2;EUR;56629,30;111;EUR;1113,10;244;EUR;151,90;10;21;44;32;1;4;4682;EUR;43,90;6712;EUR;13,80;73345;EUR;5,00;225367;EUR;1,20;
Wednesday;26.04.2017;5;6;11;19;27;44;17;2JP;;1745716,40;4;EUR;31694,30;152;EUR;909,80;398;EUR;104,20;19;6;5;44;27;11;6755;EUR;34,10;8621;EUR;12,00;95164;EUR;4,30;243453;EUR;1,20;
Sunday;30.04.2017;20;28;30;32;40;41;19;3JP;;3004992,50;7;EUR;24735,70;189;EUR;999,40;434;EUR;130,50;32;40;41;28;30;20;7339;EUR;42,80;8221;EUR;17,20;109314;EUR;5,20;360001;EUR;1,20;
Wednesday;03.05.2017;3;8;27;32;42;43;15;4JP;;4271130,00;4;EUR;43523,40;115;EUR;1651,40;390;EUR;146,00;3;32;42;8;27;43;6961;EUR;45,40;9737;EUR;14,60;114180;EUR;5,00;326401;EUR;1,20;
Sunday;07.05.2017;12;16;32;37;42;45;29;3;EUR;2034734,50;5;EUR;50409,50;174;EUR;1580,20;480;EUR;171,80;12;42;16;45;32;37;9015;EUR;50,80;12778;EUR;16,10;149581;EUR;5,50;495693;EUR;1,20;
Wednesday;10.05.2017;1;5;16;29;35;39;45;1;EUR;1000000,00;JP;;100403,00;86;EUR;1273,60;193;EUR;170,20;5;29;39;35;1;16;3832;EUR;47,60;5404;EUR;15,20;63597;EUR;5,10;177856;EUR;1,20;
Sunday;14.05.2017;5;8;9;32;33;35;2;JP;;855261,30;4;EUR;54500,30;92;EUR;1394,40;225;EUR;171,00;8;5;35;9;33;32;4627;EUR;46,20;6478;EUR;14,80;78361;EUR;4,90;224305;EUR;1,20;
Wednesday;17.05.2017;6;17;20;24;25;34;16;2JP;;1782264,40;3;EUR;42487,60;117;EUR;1188,40;282;EUR;147,90;34;25;6;20;24;17;5065;EUR;45,70;6443;EUR;16,10;79570;EUR;5,20;244566;EUR;1,20;
Sunday;21.05.2017;12;25;26;27;29;35;19;1;EUR;3004829,00;4;EUR;42025,60;120;EUR;1528,20;303;EUR;181,50;25;29;35;12;26;27;6367;EUR;48,00;8854;EUR;15,50;104924;EUR;5,20;331375;EUR;1,20;
Wednesday;24.05.2017;8;13;28;29;31;40;25;1;EUR;1000000,00;1;EUR;102075,80;96;EUR;1159,90;183;EUR;182,50;8;31;40;28;13;29;3986;EUR;46,50;4859;EUR;17,10;64639;EUR;5,10;180196;EUR;1,20;
Sunday;28.05.2017;16;20;23;33;37;44;26;JP;;779386,90;2;EUR;53582,80;105;EUR;1113,40;203;EUR;172,70;23;44;20;33;16;37;4027;EUR;48,30;5038;EUR;17,40;62195;EUR;5,60;222867;EUR;1,20;
Wednesday;31.05.2017;3;10;11;13;28;43;5;2JP;;1691292,60;6;EUR;20897,80;136;EUR;1005,70;390;EUR;105,20;28;10;13;43;3;11;5973;EUR;38,10;9262;EUR;11,00;90839;EUR;4,50;248233;EUR;1,20;
Sunday;04.06.2017;6;14;30;37;42;43;13;3JP;;2929168,10;2;EUR;85103,90;131;EUR;1417,40;300;EUR;185,60;30;42;43;6;37;14;5863;EUR;52,70;7873;EUR;17,60;97859;EUR;5,70;336832;EUR;1,20;
Wednesday;07.06.2017;1;6;10;12;33;34;19;1;EUR;4175210,80;6;EUR;28555,10;158;EUR;1182,90;473;EUR;118,50;10;34;6;33;1;12;7113;EUR;43,70;10880;EUR;12,80;113957;EUR;4,90;322673;EUR;1,20;
Sunday;11.06.2017;2;6;21;27;34;45;16;JP;;843894,30;2;EUR;58017,70;98;EUR;1291,60;282;EUR;134,60;6;45;21;27;2;34;4706;EUR;44,80;6720;EUR;14,10;76912;EUR;4,90;213162;EUR;1,20;
Wednesday;14.06.2017;7;12;17;27;37;45;25;2;EUR;905200,30;3;EUR;44298,20;386;EUR;375,50;316;EUR;137,60;17;7;27;45;37;12;7861;EUR;30,70;6989;EUR;15,50;92968;EUR;4,70;231154;EUR;1,20;
Sunday;18.06.2017;1;6;18;22;31;33;41;JP;;793607,90;1;EUR;109121,00;80;EUR;1488,00;214;EUR;166,80;33;22;6;31;18;1;4382;EUR;45,20;5390;EUR;16,50;70421;EUR;5,00;191953;EUR;1,20;
Wednesday;21.06.2017;9;10;12;14;44;45;6;DJP;;1714970,50;5;EUR;25337,40;108;EUR;1279,60;319;EUR;129,90;44;12;45;14;10;9;4737;EUR;48,60;7851;EUR;13,20;79130;EUR;5,20;244285;EUR;1,20;
Sunday;25.06.2017;4;17;18;24;36;41;38;3JP;;2872635,40;JP;;159178,90;152;EUR;1142,40;378;EUR;137,80;36;4;17;18;24;41;6164;EUR;46,90;8802;EUR;14,70;98546;EUR;5,30;278180;EUR;1,20;
Wednesday;28.06.2017;5;13;16;31;34;39;6;1;EUR;4159887,10;2;EUR;168088,00;147;EUR;1313,50;321;EUR;180,40;31;16;34;13;5;39;6803;EUR;47,30;8901;EUR;16,20;110771;EUR;5,20;367511;EUR;1,20;
Sunday;02.07.2017;1;7;16;18;21;22;2;1;EUR;1000000,00;2;EUR;59430,90;94;EUR;1379,40;295;EUR;131,80;16;22;21;18;7;1;4876;EUR;44,30;7041;EUR;13,80;77924;EUR;5,00;224613;EUR;1,20;
Wednesday;05.07.2017;11;19;27;35;37;38;10;JP;;712545,66;4;EUR;24493,70;105;EUR;1017,90;195;EUR;164,40;11;35;27;37;19;38;4003;EUR;44,50;5138;EUR;15,60;62414;EUR;5,10;215196;EUR;1,20;
Sunday;09.07.2017;7;8;21;30;33;44;37;2JP;;1752825,40;3;EUR;47679,40;114;EUR;1368,70;304;EUR;153,90;44;7;8;21;30;33;6105;EUR;42,50;7026;EUR;16,60;97663;EUR;4,80;235728;EUR;1,20;
Wednesday;12.07.2017;2;10;17;21;25;45;29;3JP;;2820022,60;3;EUR;48913,20;133;EUR;1203,60;327;EUR;146,80;21;45;25;10;2;17;6401;;41,60;8377;EUR;14,30;98353;EUR;4,90;278487;EUR;1,20;
Sunday;16.07.2017;12;14;18;23;28;37;39;3;EUR;1422810,90;3;EUR;66385,40;171;EUR;1270,50;366;EUR;178,00;14;18;28;23;37;12;7591;EUR;47,70;9789;EUR;16,60;124321;EUR;5,20;381293;EUR;1,20;
Wednesday;19.07.2017;4;6;16;34;36;43;32;1;EUR;1000000,00;JP;;96949,49;79;EUR;1338,70;240;EUR;132,20;4;34;16;6;36;43;3752;EUR;46,90;4956;EUR;16,00;59786;EUR;5,30;172998;EUR;1,20;
Sunday;23.07.2017;17;23;24;30;32;34;21;JP;;812553,26;3;EUR;69558,50;76;EUR;1603,70;221;EUR;165,40;32;23;24;17;34;30;3740;EUR;54,30;5740;EUR;15,90;65329;EUR;5,60;225166;EUR;1,20;
Wednesday;26.07.2017;1;17;23;24;30;44;11;2JP;;1725108,96;5;EUR;25095,20;94;EUR;1456,20;268;EUR;153,20;44;1;30;17;24;23;4534;EUR;50,30;6687;EUR;15,30;73711;EUR;5,60;258811;EUR;1,20;
Sunday;30.07.2017;8;12;19;24;35;44;22;3JP;;2904326,06;4;EUR;40535,50;168;EUR;1052,80;390;EUR;136,00;19;8;44;12;24;35;6775;EUR;43,50;9089;EUR;14,50;105470;EUR;5,00;311201;EUR;1,20;
Wednesday;02.08.2017;7;8;29;34;37;41;24;1;EUR;4218113,00;2;EUR;90322,80;119;EUR;1656,00;330;EUR;179,10;41;37;29;7;34;8;6458;EUR;50,80;8685;EUR;17,00;109657;EUR;5,40;335677;EUR;1,20;
Sunday;06.08.2017;4;15;16;19;27;39;43;JP;;826548,62;5;EUR;22730,00;115;EUR;1078,10;249;EUR;149,30;4;19;39;16;27;15;5229;EUR;39,50;6392;EUR;14,50;80216;EUR;4,60;196078;EUR;1,20;
Wednesday;09.08.2017;3;10;25;36;39;42;31;2JP;;1770277,68;1;EUR;129762,70;142;EUR;996,80;218;EUR;194,80;42;36;25;39;3;10;5088;EUR;46,30;6190;EUR;17,10;82046;EUR;5,20;227044;EUR;1,20;
Sunday;13.08.2017;5;7;18;29;32;38;43;1;EUR;2969016,30;10;EUR;16482,60;148;EUR;1214,90;393;EUR;137,20;18;38;5;32;29;7;6503;EUR;46,00;8396;EUR;16,00;105179;EUR;5,10;295317;EUR;1,20;
Wednesday;16.08.2017;21;22;23;26;28;34;8;JP;;677463,77;2;EUR;46575,60;101;EUR;1006,10;190;EUR;160,40;23;22;26;21;28;34;3748;EUR;45,10;5434;EUR;14,00;57402;EUR;5,30;191991;EUR;1,20;
Sunday;20.08.2017;7;13;17;18;32;37;20;1;EUR;1718397,50;4;EUR;35782,00;123;EUR;1269,40;237;EUR;197,60;17;13;32;37;7;18;5632;EUR;46,20;7115;EUR;16,40;92012;EUR;5,10;277548;EUR;1,20;
Wednesday;23.08.2017;19;23;24;38;39;41;37;1;EUR;1000000,00;2;EUR;48518,70;44;EUR;2405,80;181;EUR;175,40;19;39;24;23;41;38;3168;EUR;55,60;4262;EUR;18,60;55319;EUR;5,70;159726;EUR;1,20;
Sunday;27.08.2017;3;4;5;7;20;33;41;3;EUR;333333,30;3;EUR;37533,30;122;EUR;1006,80;253;EUR;145,60;3;7;33;5;4;20;5865;EUR;34,90;5965;EUR;15,40;90214;EUR;4,10;187693;EUR;1,20;
Wednesday;30.08.2017;1;14;22;27;32;37;41;JP;;699747,96;1;EUR;96215,30;85;EUR;1234,80;183;EUR;172,00;22;32;1;14;37;27;3891;EUR;44,90;4799;EUR;16,40;56518;EUR;5,60;165819;EUR;1,20;
Sunday;03.09.2017;3;11;13;15;39;40;37;1;EUR;1755105,90;4;EUR;36277,90;130;EUR;1217,70;299;EUR;158,80;3;15;11;13;40;39;6016;EUR;43,80;6923;EUR;17,10;99515;EUR;4,70;242849;EUR;1,20;
Wednesday;06.09.2017;4;7;11;18;23;36;35;1;EUR;1000000,00;2;EUR;48635,00;124;EUR;855,70;217;EUR;146,60;23;4;7;18;36;11;4631;EUR;38,10;4554;EUR;17,40;69256;EUR;4,60;171742;EUR;1,20;
Sunday;10.09.2017;14;17;26;34;40;44;3;JP;;816511,44;2;EUR;56135,10;119;EUR;1029,20;305;EUR;120,40;40;17;44;14;26;34;4694;EUR;43,40;6656;EUR;13,80;69577;EUR;5,30;254938;EUR;1,20;
Wednesday;13.09.2017;5;14;23;27;31;45;29;3;EUR;574537,80;4;EUR;31181,60;108;EUR;1259,80;255;EUR;160,00;5;27;31;45;14;23;5255;EUR;43,10;6651;EUR;15,30;80633;EUR;5,00;237492;EUR;1,20;
Sunday;17.09.2017;2;11;15;29;32;44;3;1;EUR;1000000,00;4;EUR;27968,20;128;EUR;953,40;226;EUR;162,00;44;15;11;29;2;32;4586;EUR;44,30;6440;EUR;14,20;70360;EUR;5,20;247892;EUR;1,20;
Wednesday;20.09.2017;2;7;11;18;20;24;42;JP;;681111,59;1;EUR;93652,80;121;EUR;844,30;190;EUR;161,30;7;18;2;20;11;24;4640;EUR;36,60;4628;EUR;16,50;68300;EUR;4,50;165128;EUR;1,20;
Sunday;24.09.2017;1;12;31;32;38;43;27;DJP;;1672923,80;5;EUR;27274,80;72;EUR;2066,20;242;EUR;184,40;43;38;32;1;31;12;4330;EUR;57,20;6338;EUR;17,60;74791;EUR;6,00;293798;EUR;1,20;
Wednesday;27.09.2017;9;26;32;35;37;43;18;1;EUR;2701040,40;3;EUR;47122,00;109;EUR;1414,80;294;EUR;157,30;26;35;37;32;43;9;5258;EUR;48,80;6951;EUR;16,60;85766;EUR;5,40;264038;EUR;1,20;
Sunday;01.10.2017;4;6;16;18;24;38;1;JP;;831545,90;2;EUR;57168,70;79;EUR;1578,80;245;EUR;152,70;18;6;4;16;24;38;4470;EUR;46,50;6343;EUR;14,70;74037;EUR;5,00;219953;EUR;1,20;
Wednesday;04.10.2017;14;26;32;33;36;37;40;DJP;;1827744,49;3;EUR;45659,10;103;EUR;1450,70;264;EUR;169,80;32;26;33;37;14;36;4720;EUR;52,70;6585;EUR;17,00;79106;EUR;5,60;250505;EUR;1,20;
Sunday;08.10.2017;10;13;26;34;37;45;6;3JP;;3057935,25;3;EUR;56383,70;138;EUR;1337,10;376;EUR;147,20;45;13;34;26;10;37;6247;EUR;49,20;9068;EUR;15,20;102465;EUR;5,40;346921;EUR;1,20;
Wednesday;11.10.2017;5;13;26;29;33;41;40;4JP;;4368975,59;6;EUR;30044,60;185;EUR;1063,00;377;EUR;156,40;33;13;41;5;29;26;8115;EUR;40,30;9080;EUR;16,20;120669;EUR;4,90;326413;EUR;1,20;
Sunday;15.10.2017;6;7;9;14;28;44;2;5JP;;6122295,72;5;EUR;48216,30;216;EUR;1217,50;656;EUR;120,20;28;9;14;44;7;6;10436;EUR;42,00;15137;EUR;13,00;166585;EUR;4,70;446356;EUR;1,20;
Wednesday;18.10.2017;14;16;19;22;39;41;10;1;EUR;8363617,60;6;EUR;51363,60;230;EUR;1461,70;582;EUR;173,20;39;16;22;19;41;14;11162;EUR;50,10;16022;EUR;15,70;187145;EUR;5,40;633695;EUR;1,20;
Sunday;22.10.2017;7;30;31;36;38;39;12;1;EUR;1000000,00;3;EUR;39111,30;91;EUR;1406,60;185;EUR;207,50;30;39;31;38;7;36;4128;EUR;51,60;5430;EUR;17,60;65829;EUR;5,80;247165;EUR;1,20;
